video_title,content,timestamp,word_count,video_url,timestamp_link
0,Revit Course for Beginners,welcome to the beginner's revit course where you'll learn revit in the easiest fastest and most enjoyable way possible my name is kyo and i'm a master's student currently studying architecture here in south australia and i'm also working at a commercial and residential practice at the same time and all we use is revit revit is the leading software in the industry and if you want to work on architectural projects you'll need to learn revit and in this nine part course you'll learn it the right way you're going to learn revit from scratch by modeling up a three-story residential project this course will give you the skills and confidence you need to be able to model up and design in revit this course is being released here on youtube over the next two weeks otherwise if you'd like to watch it all ad free right now in a highly curated platform you can head over to my website where you'll also find all of the project files and materials for the course to access that you can just click the link in the description below that will take you to my website and i'll see you there you,0.0-62.32,201,https://youtube.com/watch?v=0iz7wQPm1MU,https://youtube.com/watch?v=0iz7wQPm1MU&t=0.0s
1,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,welcome to the beginner's revit course where you'll learn revit in the easiest fastest and most enjoyable way possible my name is kyo and i'm a master's student currently studying architecture here in south australia and i'm also working at a commercial and residential practice at the same time and all we use is revit revit is the leading software in the industry and if you want to work on architectural projects you'll need to learn revit and in this nine part course you'll learn it the right way you're going to learn revit from scratch by modeling up a three-story residential project this course will give you the skills and confidence you need to be able to model up and design in revit this course is being released here on youtube over the next two weeks otherwise if you'd like to watch it all ad free right now in a highly curated platform you can head over to my website where you'll also find all of the project files and materials for the course to access that you can just click the link in the description below that will take you to my website and i'll see you there so yes what we are designing is a large residential property in fact this is my old house if you wanted to you could do this with your own house you could do this with an old house of yours or a building that you really wanted to model up if you want you can just follow along by following the exact same procedure i do for my old house otherwise i have all of the files available for my old house on my website so if you want you can just follow along with me and that is the easiest and most efficient way to learn new things by actually doing it so let's open up revit i'm using revit 2020. if this is your first time opening up revit we're going to go through everything real nice and slowly so that we can learn revit for beginners as you can see apparently i don't have a license but i do so we're just going to run it if you're a student like me you do not need to pay for revit it is absolutely free with a student license you just have to prove that you are a part of a educational institute and that is really helpful because revit costs a  ton of money anyways here we are look at this starting screen of revit how daunting is this how exciting is this both of the above what you've got here you've got models and families models and families what's the difference between them between the two models these are your projects so this is the project that you are opening say you're in sketchup i'm guessing a lot of you have used sketchup if you're now moving into revit sketchup you've got your project which has the model in it that is just everything in the model a,0.0-152.72,512,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=0.0s
2,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,family on the other hand is an individually designed part of your project that might get a bit confusing but as you can see the sample architecture project here it's going to be your whole model it's got everything in it but then the families you can see there's a screw there is a table there are trusses and some other systems and stuff like that these are individual components that go into the model it'll make sense once we get into it trust me so then obviously we're going to be starting a new project in other words a new model so we're going to hit new creates a new project now we have to choose a template we are architects we're going to choose the architectural template otherwise if you're working in a proper practice often they'll have their own templates set up that you can just open up and it will have everything pre-loaded in it all of their families and all of their title blocks and project information that kind of stuff pre-loaded and it makes life a lot easier but in this case if you're using a using this for a student project architectural template completely fine then obviously if you want to make your own template you can do that by clicking there we're not going to do that we're going to keep this nice and simple let's open up a project this is scary isn't it revit it's not that scary trust me it looks like there's a lot going on there's not this is really really easy take a deep breath we're gonna get through this let's just go over some of the things that are happening right now on this screen so you can see you've got your workspace this is your model workspace just like autocad just like sketchup you obviously you're probably familiar with this stuff if you are an architecture student so you've got your workspace and that is where you're going to do your work then you have your toolbar this is this ribbon up the top and as you can see there's an architecture tab and underneath the architecture tab there's a whole lot of other tabs you've got build you've got circulation you've got model and all these other things this is where you'll do most of your architectural stuff this is where you're adding in walls adding in doors columns roofs all that kind of stuff and you might be thinking why don't we just draw up a mass of our project revit is different revit is a bim software meaning it's a building information modeling software essentially what that means is that as you model up a project you're,150.879-304.08,456,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=150.879s
3,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,modeling up something that is representing something in real life so your model is a scaled down version of a real life project a real life building that can be built from this model whereas in sketchup you're just pulling up masses and you're just playing around with the geometry of things revit is very much you've got wolves you've got floors you've got ceilings and you've got wool thicknesses with things inside the walls so you'll have a stud you'll have an outer face and an inner face all this kind of stuff seems really daunting it's not a trust me you'll see from this this course and so that's why you've got all these different components underneath the architecture tab for structure you're probably not going to touch any of this you're an architect this is going to be for you know the structural engineers the civil engineers that kind of stuff whereas you might touch on some of these things every now and then you might use a grid you might need the reference plane which is also under the architecture tab so as the grid you're probably never going to use this unless you're doing a little bit of structure yourself still never use this myself as an architecture student you probably don't need to touch this so we're going to skip over it systems obviously that's for systems if you're a mechanical engineer if you're a service consultant or something like that this is what you're going to be using i've used this for one project in architecture school and that was very basic adding in some ducts some terminals and some pipes and electrical stuff you're probably not going to use it and when you do you'll figure it out let's just skip over that the insert tab this is what we need right so we want to add the floor plan to our workspace so you're going to go to the insert tab to insert stuff that makes sense right i hope it does but we'll come back to this okay let's just keep going and then you can kind of guess what the rest of these do if you're annotating something you're going to go to the annotate tab if you need to analyze something you're gonna go to the analyze tab again i hardly ever use this the main ones you're going to need is the architecture tab the insert and annotate tab massing in site you might need the manage tab this is just to manage your project there's not much um apart from you know changing properties and stuff like that in here and then most of these other ones are from plugins which you might not see so really that's pretty simple there's three or four tabs you need to know about now you've got the properties panel to the left here,302.639-454.31899999999996,484,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=302.639s
4,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,this is where you change properties of the individual things you have selected at the moment i have nothing selected so it's got the properties open for the ground floor plan which is what we're looking at here and you might be thinking why is this a ground floor plan i just want my 3d view or something and that's when you go down to the project browser this is where you can look at your floor plans your elevations your ceiling plans your sections and then you've got all your families legends schedules all of that stuff is in the project browser and the reason why you've got these different views already set up is because we use that architectural template when we set up the project i'm going to just place a wall in the middle of my site here i clicked on the wall um button yep i clicked on the wall button in the architecture tab and now i can draw a wall in my project i'm going to hit escape there to get out of that hit it again so that i'm no longer creating wolves and that's a floor plan view of a wall but if we go into the east elevation you can see it there in the project browser if we double click that now you've got this wall we've just created wowzer if we go back to the ground floor plan up the top here this tab this brings us back to the ground floor so it's not creating a new view it's not changing anything you're now just opening up these views if i open the north elevation that's the wall in a north elevation view and as you can see it brings it up to the top here you've got the east elevation you've got the ground floor plan these are all the views that we've opened let's say i wanted to get out of these elevations if i click the x's oh no now it's gone or is it in fact it's not gone you haven't deleted that wall what you've done is you've just closed that view which is now available to access again in the project browser by double clicking in the project browser and so these are just opening up the views delete closing them is not going to delete any of your items that you've modeled up it's a really smart way of modeling because you model something in one view in your ground floor plan for example and it shows up in every single other view every change you make to this wall in the ground floor plan it changes it in the elevations and vice versa as you've been modeling up your building you have also been drawing your elevations your sections your floor plans your details everything you can think of in an,452.319-604.1600000000001,482,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=452.319s
5,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,architectural documentation set every change you make in the elevations to this wool let's say we go into the east elevation and we bring this wall in to 14 000. right you can see the dimensions there from there to there that's 14 000 millimeters that would probably be if we go back to the ground floor plan that wall just got shorter and now that is 14 000 millimeters pretty smart stuff so if we go into a 3d view with this button at the top here otherwise you can go to the view tab and you can click on the 3d view button here that will bring up a 3d view of our wall so this is the model space you can see what i'm doing here is i'm holding shift while using the middle scroll wheel and that rotates around this wall otherwise if i just hold the middle scroll button that is just going to pan across the screen and if i click on an object and i hold shift and i hold that middle scroll wheel i can now rotate around that specific object so that's pretty cool again any changes i make to this wall in the 3d view that's going to show up in the elevations as well as you can see that's just moved that out and the ground floor plan it's now rotated around bim technology is very smart and that's what revit is it's very smart but there's also a lot of problems that come with that which we will kind of find out in the near future so you just got to be careful that when you're changing something in one view it's actually changing it across your whole project in all of the different other views you can also access your elevation views with these elevation markers here that there is an elevation marker if i put my mouse over it you can see that it's an elevation if i click on that this is just the marker that is not going to move where the elevation actually is if i click on this little arrow bit here you can see that that is where the elevation actually goes at the moment all you need to know is that up the top here this ribbon that is where you're going to be doing most of your work that is your tool set i guess that is your toolbox of things that you can use for your project but then when you get to the properties panel which is this section here which actually you can drag off of the project browser so that's a bit more clear what i'll usually do is put this in the project browser on my next monitor so that i've just got a big workspace but let's not do that so we can actually see what's going on the properties panel here this is all of,602.24-753.1199999999999,493,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=602.24s
6,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,the properties of whatever you have selected at the moment there's nothing selected so it's the view properties which is the floor plan properties if i were to select this wall you can now change the properties of the wall and you can see that at the moment it's a basic wall which is double brick and 270 millimeters in thickness this is also where you change the heights and the thickness and where the wall sits things like that as you can see the base constraint is currently on the ground floor how do we know where the ground floor is if we go to our east elevation view or any of the elevation views you can see that there is a level set up with the ground floor with using the architectural template this is already set up for us and the ground floor is at zero but for example as we will get into if the ground floor is not directly on xero you'll usually be given a survey drawing uh giving you the contours of a site if you're doing this for a project you can adjust this according to that but in this case the ground floor is on zero and this wall is sitting on the ground floor for the base constraint if you were to offset that by say 200 millimeters that is now going to be 200 millimeters above the ground floor as you can see we can use the measure tool here measure between two references and we can just measure this and it will be 200 millimeters difference if we bring up the properties again to the left here for that wall you can obviously then change the top constraint at the moment it's not connected to any levels but if we wanted to connect it to the first level which is 4 000 millimeters above the ground floor we can click on this little arrow here if you can't see that whoops we're just going to you can click anywhere on there and then click the arrow and then we're going to say up to level one as you can see that just brings up the wall up to level one it is now 200 millimeters above the ground floor and it goes up to level one for the top constraint otherwise we can adjust that without constraining it to a level by going unconnected and then changing this to let's say 6000 and as you can see there's an apply button down the bottom or what you can do is move your mouse off of the properties panel onto the workspace and it automatically applies it for you next up you've got structural stuff,751.92-903.12,456,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=751.92s
7,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,never going to touch that dimensions this is where you can find your lengths and areas stuff like that not super useful don't touch identity data so if we just minimize all that you can see there is phasing and this will definitely be new to you and it might seem a bit scary but it's not just like any of this what phasing is is setting up your document to be in different phases right for example the phase this was created this wall was created in new construction if we click on the arrow you can see that there are two phases for phase created there is existing and there is new construction the difference between these is that when you're modeling up an existing building you would make this existing this was created in the existing phase if we're working on a project that has an existing building and you're doing an extension to it you would create all of the existing stuff using this existing phase and you can change this after you create your object if you were to then start doing additions to the building you would put this under new construction but let's say then you wanted to demolish something in your building to create a demolition plan the phase demolished would have been in new construction so really you've got two phases you've got existing and new construction all of the existing stuff that happens before you've done any work to the design that stuff goes under the existing phase any changes you make to an existing building whether it be you demolish it or you're adding on new stuff you would do that under the new construction phase and these are set up in this template but some practices would have different phases set up and we're not going to get into that because that can get really complex and stupid but in this case you've got two phases and this is all you need to know for the moment as we're going to get into it soon and you will see exactly what this means i just thought i'd introduce you to it you know what let's actually go through some of the photos of this house so that you know what this looks like and what we can expect to be modeling up i have some photos for you this here is my old house it's brick it's built in the night not like the i didn't even know the mid 90s um not the mid 90s the mid 1900s so like 1950 60. it was a pretty luxurious house it was,901.36-1051.52,443,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=901.36s
8,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,three stories it had a nice big garden out the back this is the front here you had the big driveway which went around the entire house and a nice garden there as well going on to the next photo we have the kitchen nicely renovated just before we left and we never really got to use it nice big island bench and splashback large windows out into the i guess the uh what's the word i'm looking for here the scenery in the backyard that's not the word i was looking for but that kind of makes sense this was the large mirror we had at the front entrance this is the front entrance here if we look at the floor plan you can see that the front entrance is down here so this was the front of the house and this is where the driveway went around and this is where the garden was and then the front entry is right here and that's what we're looking at that's the that's the garden and that's the driveway you come through and you enter here then we go to the next wait no we we're going the wrong way then we've got the games room this was fun oh i remember running through that sliding door as like a seven year old and i had blood all over my face and yeah it was actually my brother's birthday or something and i was just hyped up of sugar like some crazy kid who's seven years old and i remember someone saying let's go on the trampoline and so i sprinted through the closed sliding door and i yeah split my head open and i made a fool of myself and i started crying like a little that was fun lots of good memories there [Laughter] this is the backyard this is the big pool and the balcony we had i remember sprinting down here in summer and it was like timber steps and they would get really hot like 80 degrees scorching and i'd burn my feet running down and then i'd jump straight into the pool always good fun uh anyways let's just skip through the rest of these there's gonna be baby photos of us around the place so do not even worry about them this is the downstairs bathroom this is looking out at the backyard huge backyard really missed this we left over almost 10 years ago so i'm not that you know sentimental about it but it was a really nice house and we were very lucky to live there big big ass backyard used to play ice hockey out there like ground hockey but yeah practice miataki a nice fireplace and some two little doors we used to break into uh to get inside the house that was actually on the balcony and we would,1050.64-1201.44,482,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=1050.64s
9,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,forget our keys after school and we would just break through these little mini hobbit doors we called them yep that's nice kitchen uh living space i remember playing monopoly there and that's the front entrance again that's the main road and you'd enter in through there so this is what we are designing up boys and girls we're going to model up this house and there you have it that's not me that's my brother let's not look at that it's always good to know what you're modeling before you model it and now we can get into modeling up this building i'm going to delete that wall we're going to go to the ground floor plan view the reason why we're going to do that is because now we're going to insert the ground floor plan from the real estate website i'm going to click the insert tab at the top here in the ribbon and we're going to go to what do you think tick tick tick tick tick tick tick what do you think we're going to click we're inserting an image so click that button now we're going to go find where this is so if you've downloaded this go and find it go follow along with me if not you can watch that's okay we're just going to left click to place this and this is the floor plan it's a bit blurry because the resolution is but that's okay because we can see everything we need but the first thing we need to do is make sure that this is to the right scale how do we know that well as you can see the real estate people have nicely given us some of the dimensions that we need and that would be you know these areas here 3.9 by 6.8 so let's find a nice and easy one 4 by 2.4 let's press this measure button up here which is the same measure tool we used before but it's just a smaller icon because this is this is something you use quite often i'm going to click on that and i'm going to measure from the inside of the wall to here and as you can see that's about 15 000 millimeters so it's about 15 meters that is not four meters and that is not 2.4 meters and looking at the dimensions of this we can tell that the long side is this side here so this is going to be four meters and the short side is going to be 2.4 meters and so if that's 15 000 millimeters or 15 meters and it's meant to be four meters the scale is obviously wrong to change that what we're going to do is click on this image and we're going to click the scale,1199.84-1349.2,474,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=1199.84s
10,Revit Course for Beginners – Revit Tutorials to Learn BIM Fast | Part 1 - Setup,button which is actually up here in the modify tab and this is only going to come up once you select an item so i clicked escape to unselect the image and clicking on it this brings up this modify tab which you did not see before but this is a new tab again not scary what we're going to do is click on the scale tool otherwise you can click re to scale we're going to click on one corner that we want to scale from to the other corner and we're going to make it 15 000 to make it easy and now what we're doing is we're choosing how big we want this image to be according to that reference we just made and because we know that's meant to be four thousand but it's actually fifteen thousand we can drag this down to be four thousand otherwise what we can do is type in four thousand and this is going to scale that down to 4 000. let's actually get another measurement you can click up here or you can click on the measure button which comes up in the modify tab when you select an object and we're going to click that measure button and let's make sure that this is actually now four meters so we're going to go from one side to the other and that is pretty close to four meters and so now we have a two scale reference image that we can use to start modeling up this design there is something we should do first we should put in a topography for the site but i think we're going to come back to this let's put in some flaws because that's the fun part let's get in the floors of this building the first thing we want to do is make sure our levels are set up this is how you're going to do it in a practice if the levels aren't set up you're going to yourself over and you're going to everybody else over by not putting in levels correctly and this happened in the residential firm i'm working for there was a another student who made some changes to the levels i set up and through everything out of proportion because you know if you have remember how we had that wall set up and it was constrained to level one if all of your walls are constrained to level one and you move this to 10 300 all of the walls get thrown up to this height and whereas it's an easy change to just throw this back down to,1347.28-1498.72,445,https://youtube.com/watch?v=3JNQh6hyEXg,https://youtube.com/watch?v=3JNQh6hyEXg&t=1347.28s
